TIPO CONTRIBUYENTE;DOCUMENTO;RIM;CONTRIBUYENTE;TELEFONO;RESULTADO;OBSERVACIONES;PREGUNTA_1;PREGUNTA_2;PREGUNTA_3;PREGUNTA_4;PREGUNTA_5;PREGUNTA_6;PARROQUIA
JURIDICO;309730770;2900030588;ASOC. COOP. ZULIANISIMA DE TRANSPORTE PESADO Y LIVIANO R.L;7233871;EXITOSA;SIN NOVEDAD;SI;Saint;NO;MEDIANA;SATISFACTORIA;ES SENCILLO DE MANEJAR;BOLIVAR
JURIDICO;296290458;2900028071;ASOCIACION CIVIL ESTETICA DENTAL AL LIMITE;4246088374;EXITOSA;SIN NOVEDAD;SI;NO SABE;SI;;SATISFACTORIA;ES SENCILLO DE MANEJAR;OLEGARIO VILLALOBOS
JURIDICO;2834986;1000075469;ASOCIACION CIVIL RELIGIOSAS DE LA COMUNICACION SOCIAL;7832501;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;300070891;2900026434;ASOCIACION CIVIL UNIDAD EDUCATIVA SANTA MARIA GORETTI;2617985175;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;401149170;2900040333;ASOCIACION COOPERATIVA ALIMENTOS HO;4146429784;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;294860273;2900049781;ASOCIACION COOPERATIVA CONSTRUCCIONES Y SERVICIOS RAMIREZ Y PIRELA, R.S.;2617439608;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;299205800;2900034649;ASOCIACION COOPERATIVA DE SEGUROS PARA VEHICULOS MAMPRECA R.L;7221048;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;402219610;2900045236;ASOCIACION COOPERATIVA LA GRAN OFERTA 2013;4146675350;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;402461690;7000000429;ASOCIACIÓN COOPERATIVA PARA EL ALBA, C.A.;4246944370;NO EXISTOSA;USUARIO ERRADO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;309531360;2900033288;ASOCIACION COOPERATIVA PROSINCA;4146209867;EXITOSA;SIN NOVEDAD;SI;NO SABE;NO;MEDIANA;SATISFACTORIA;ES MUY COMPLETO;OLEGARIO VILLALOBOS
JURIDICO;298040556;2900030536;ASOCIACION COOPERATIVA VENEZOLANO DE PROTECCION INTEGRAL. R.S;2617978715;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;400564417;2900045657;ASOCIACION COPERATIVA TECNICOS Y ASESORES,R.S;2617835705;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;298529806;2900028588;ASOHAZMAT CONSULTORES INTERNACIONALES,C.A.;2617934629;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;402410034;2900041198;ATEL COMUNICACIONES, C.A.;2617410045;EXITOSA;SIN NOVEDAD;SI;Gálac;SI;MEDIANA;SATISFACTORIA;ES MUY COMPLETO;OLEGARIO VILLALOBOS
JURIDICO;410748486;7000001174;ATENEA ASESORES, CA;2617153526;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;412166069;7000001382;ATHENEA CEJAS Y SPA, CA;4120746527;EXITOSA;INTERESADOS PASAR INFO AL CORREO;NO;;SI;;;;IDELFONSO VASQUEZ
JURIDICO;300603660;1000070379;ATILIO HERNANDEZ V (COMERCIAL LA CURVA, C.A);4140606639;NO EXISTOSA;NO CONTESTA;;;;;;;VENANCIO PULGAR
JURIDICO;297168745;2900024937;ATILIO OPTICA Y ACCESORIOS, C.A.;4167651943;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;408524147;2900050303;ATLAS ENTRETENIMIENTO C.A;4121221832;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;407226673;2900048119;ATLAS S,C.A;2614170624;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;315106817;2900011933;ATUENDO, COMPANIA ANONIMA;2617232860;EXITOSA;SIN NOVEDAD;SI;a2;SI;BAJA;EXCELENTE;ES MUY COMPLETO;CHIQUINQUIRA
JURIDICO;308216330;7000001318;AUDIO VIDEO MARY BET COMPAÑIA ANONIMA;4246837543;EXITOSA;ESTA INTERESADO;NO;;SI;;;;BOLIVAR
JURIDICO;407467212;2900049337;AURELLE BEAUTY MARKET, C.A;2617920112;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70038560;2000041931;AUT EXPRES TRANSP SERV SA;7186340;NO EXISTOSA;TLF NO VALIDO;;;;;;;SANTA LUCIA
JURIDICO;314392875;2900021340;AUTO 75 C.A;2616113058;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;304398727;2000044016;AUTO ACRILICOS FERNANDEZ C.A.;4143673159;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;70001437;2000040501;AUTO AGRO DE MARACAIBO CA;7220913;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;70336560;1000052366;AUTO BOMBAS YCLUCTH DUOGLAS, C.A;4146129980;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;403818797;7000000288;AUTOBOMBAS Y EMBRAGUES L.H., C.A.;4149665292;EXITOSA;NO SABE MAYOR INFORMACION;SI;NO SABE;;;;NO SABE;CRISTO DE ARANZA
JURIDICO;400686377;2900036977;AUTO ESCAPE EL PUMA, C.A.;2617512025;NO EXISTOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;406145394;2900046952;AUTOLUJO 72, C.A;7982862;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;401262678;2900048066;AUTO MALL DE REPUESTOS Y SERVICIOS , CA;2617885676;NO EXISTOSA;NO CONTESTA;;;;;;;CECILIO ACOSTA
JURIDICO;316401367;2900018578;AUTOMECANICA RALL VEN C.A;7593430;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;317155998;2900013667;AUTO MERCADO COSMOPOLITA, C.A.;2617982343;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;311477764;2900001580;AUTOMERCADO LA ABUELA, C.A.;2617530865;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;310548455;2900025742;AUTOMERCADO, SUPERMERCADO, PANADERIA LA VIÑA, C.A;2617878400;NO EXISTOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;401972233;2900049655;AUTOMERCADOS VIA CASA, C.A.;2617971829;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;401972233;2900041531;AUTOMERCADOS VIA CASA, C.A.;4146456057;EXITOSA;ESTA FUERA DEL PAIS;;;;;;;COQUIVACOA
JURIDICO;407920979;2900051260;AUTOMOBILE, C.A.;2617979331;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;298483512;2900033504;AUTO MOTRIZ EL PORTU C.A;4262608803;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;304178638;2900002185;AUTOMOTRIZ JEINMIS, C.A.;7236840;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;317014421;2900013898;AUTOMOTRIZ KIA S.A;7979158;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;412327925;7000001800;AUTOPARTES HP DELICIAS;4246859781;EXITOSA;NO ESTÁ INTERESADO;;;;;;;CHIQUINQUIRA
JURIDICO;400648530;2900039350;AUTO PARTES LA 16, C.A.;2617590107;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;312664460;2900002649;AUTO PARTES NELBRI, C.A;7983336;NO EXISTOSA;NO CONTESTA;;;;;;;COQUIVACOA
JURIDICO;412871650;7000001920;AUTOPARTES PARRA, CA;4146314371;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;315008963;2900010039;AUTO PARTES P Y B, C.A.;4146388216;NO EXISTOSA;TLF NO VALIDO;;;;;;;CRISTO DE ARANZA
JURIDICO;406829080;2900049624;AUTOPARTS HONKI, CA;2619350452;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;313181722;2900013636;AUTOPERIQUITOS Y LUBRICANTES LAS 5 JOTAS, C.A.;4143616469;NO EXISTOSA;NO CONTESTA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;300037703;2000022295;AUTO RACING C.A.;4246971154;EXITOSA;EMPRESA PEQUEÑA;NO;;SI;;;;BOLIVAR
JURIDICO;294346804;2900017487;AUTO REFRIGERACION JUNIN C.A.;4146163758;EXITOSA;SIN NOVEDAD;SI;a2;SI;ALTA;SATISFACTORIA;ES ESTABLE, NO SE CUELGA;SANTA LUCIA
JURIDICO;297071806;2900033161;AUTO REFRIGERACION LOS HERMANOS, C.A.;2617923847;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;312124431;2900001308;AUTOREFRIGERACION TINEO C.A.;2617213754;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;302003202;2000074802;AUTO REPUESTO DEL CAMPO C.A.;2617530222;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;406157856;7000001340;AUTOREPUESTO FORMULA 1, CA;2617243860;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;295825676;2900021407;AUTO REPUESTO LA MINA DE ORO,C.A;4246814065;EXITOSA;SIN NOVEDAD;SI;a2;NO;ALTA;EXCELENTE;SERVICIO TECNICO AGIL Y EFECTIVO;RAUL LEONI
JURIDICO;307729864;218R000584;AUTO REPUESTOS- CHALO C.A.;7539067;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;309809083;204R000733;AUTO REPUESTOS COMPETENCIA C.A.;2617434794;NO EXISTOSA;NO CONTESTA;;;;;;;COQUIVACOA
JURIDICO;309127829;205R000647;AUTO REPUESTOS DAVID C.A.;7591966;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;313082686;2900005455;AUTO REPUESTOS DELICIAS C,A;4246723583;EXITOSA;EMPRESA PEQUEÑA;SI;Saint;NO;MEDIANA;SATISFACTORIA;ES SENCILLO DE MANEJAR;CHIQUINQUIRA
JURIDICO;70107715;2000080823;AUTO REPUESTOS GENERAL C A;2617978851;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;405257504;2900047015;AUTO REPUESTOS HERMANOS SEGOVIA C.A;4120603410;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;302978769;204R000191;AUTO REPUESTOS IRAZU C.A.;2617974903;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;408238730;2900049572;AUTOREPUESTOS JMJ, C.A;4126883739;EXITOSA;CERRADOS TEMPORALMENTE;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;303668828;2900002850;AUTO REPUESTOS KAIKA, C.A.;4146462784;EXITOSA;SIN NOVEDAD;SI;Saint;SI;MEDIANA;SATISFACTORIA;ES SENCILLO DE MANEJAR;CECILIO ACOSTA
JURIDICO;310413525;207C000181;AUTO REPUESTOS LA SELVA,C.A.;2617517820;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;302734657;1190000030;AUTO REPUESTOS LOS ALEROS, C.A.;2617536922;NO EXISTOSA;NO CONTESTA;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;406534480;2900048026;AUTO REPUESTOS L Y V , C.A;4246401015;EXITOSA;SIN NOVEDAD;SI;Saint;NO;MEDIANA;SATISFACTORIA;ES SENCILLO DE MANEJAR;OLEGARIO VILLALOBOS
JURIDICO;299499765;2900030625;AUTO REPUESTOS Y ACCESORIOS ROMER CAR,S, C.A;2617872407;NO EXISTOSA;NO CONTESTA;;;;;;;CECILIO ACOSTA
JURIDICO;316774724;2900012487;AUTOREPUESTOS Y RECONTRUCCIONES LEO C.A.;4149708233;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;300041298;2070000053;AUTOREPUESTOS ZUJEEP;7593854;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;311675965;1900035389;AUTO REPUESTO Y PERIQUITOS EL COYOTE .COM C.A;4246595286;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;295692820;2900020439;AUTORESPUESTOS DANILO, C.A.;2618142594;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;70513624;2000052798;AUTO TALLER EL SOL C.A;2617860881;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;308540765;2000039389;AUTO VIDRIOS ANTONITO C.A.;7834626;NO EXISTOSA;USUARIO ERRADO;;;;;;;CHIQUINQUIRA
JURIDICO;301822269;2000039331;AUTO VIDRIO VENEZUELA C.A.;424688593;NO EXISTOSA;USUARIO ERRADO;;;;;;;CHIQUINQUIRA
JURIDICO;301728238;2900046120;AUTO y DIESEL C.A.;4122685811;NO EXISTOSA;NO CONTESTA;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;408110121;2900051176;AV4 GROUP, C.A;4146347213;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;295699867;2900039416;AVANTI, C.A.;2617982756;NO EXISTOSA;NO CONTESTA;;;;;;;COQUIVACOA
JURIDICO;315744520;2900010749;AVB COMERCIALIZADORA C.A;7494753;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;308254860;208R000395;AVICOLA LA ROSITA, C.A;2617235416;NO EXISTOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;308254860;2900051801;AVICOLA LA ROSITA, SA;2612009401;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;403770077;7000001426;A Y J INVERSIONES, CA;4246660903;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;294173705;7000000653;AZUL CELESTE;4121664691;EXITOSA;SE VA DEL PAIS;;;;;;;BOLIVAR
JURIDICO;297404961;2900025474;BAHIA BAÑADORES,C.A;7980127;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;305904383;2900052676;BAJA TEMPERATURA, C.A.;4126524012;EXITOSA;SIN NOVEDAD;SI;a2;SI;ALTA;SATISFACTORIA;ES SENCILLO DE MANEJAR;CRISTO DE ARANZA
JURIDICO;404300686;2900046462;BALANZAS DEL ZULIA, C.A.;4129685272;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;302824729;2000053420;BALZA CONSTRUCCIONES S.A.;7293054;NO EXISTOSA;TLF NO VALIDO;;;;;;;CECILIO ACOSTA
JURIDICO;410001011;7000001898;BAMBU FLORISTERIA Y DETALLES C.A;4246698545;EXITOSA;SIN NOVEDAD;SI;a2;NO;BAJA;SATISFACTORIA;ES SENCILLO DE MANEJAR;COQUIVACOA
JURIDICO;80066227;7000000502;BANCO ACTIVO C.A, BANCO UNIVERSAL;2126202907;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;95048551;2000037336;BANCO CARONI C.A. BANCO UNIVERSAL;4168672566;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;29490;2000041099;BANCO DEL CARIBE C.A. BANCO UNIVERSAL;2617985937;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;29490;2900042577;BANCO DEL CARIBE C.A. BANCO UNIVERSAL;2617923642;NO EXISTOSA;NO CONTESTA;;;;;;;IDELFONSO VASQUEZ
JURIDICO;29490;2000010984;BANCO DEL CARIBE C.A. BANCO UNIVERSAL;2617232331;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;29490;2000044134;BANCO DEL CARIBE C.A. BANCO UNIVERSAL;7931086;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;29490;2000813793;BANCO DEL CARIBE C.A. BANCO UNIVERSAL;2617433840;NO EXISTOSA;NO CONTESTA;;;;;;;COQUIVACOA
S/I;200099976;2000077441;BANCO DE VENEZUELA, S.A. BANCO UNIVERSAL;7343920;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
S/I;200099976;2000089694;BANCO DE VENEZUELA, S.A. BANCO UNIVERSAL;2617982383;NO EXISTOSA;NO CONTESTA;;;;;;;COQUIVACOA
S/I;200099976;2000010664;BANCO DE VENEZUELA, S.A. BANCO UNIVERSAL;7225510;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
S/I;200099976;2000076025;BANCO DE VENEZUELA, S.A. BANCO UNIVERSAL;2617549085;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
S/I;200099976;2000089876;BANCO DE VENEZUELA, S.A. BANCO UNIVERSAL;2617920903;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
S/I;200099976;2900030359;BANCO DE VENEZUELA, S.A. BANCO UNIVERSAL;2617949067;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
S/I;200099976;2900030358;BANCO DE VENEZUELA, S.A. BANCO UNIVERSAL;2617949064;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
S/I;200099976;2000040987;BANCO DE VENEZUELA, S.A. BANCO UNIVERSAL;7210985;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
S/I;200099976;2000052005;BANCO DE VENEZUELA, S.A. BANCO UNIVERSAL;7643976;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
S/I;200099976;2000021216;BANCO DE VENEZUELA, S.A. BANCO UNIVERSAL;2617599722;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
S/I;200106760;210R000235;BANCO INDUSTRIAL DE VENEZUELA C.A.;7352210;NO EXISTOSA;NO CONTESTA;;;;;;;MANUEL DAGNINO
JURIDICO;309841327;2900012602;BANCO NACIONAL DE CREDITO, C.A. BANCO UNIVERSAL;7555733;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;300619460;2900010574;|BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;300619460;2900034413;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;CHIQUINQUIRA
JURIDICO;300619460;2000012846;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;2617005022;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;BOLIVAR
JURIDICO;300619460;2000052242;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;300619460;2000087763;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;300619460;2000088817;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;JUANA DE AVILA
JURIDICO;300619460;2900009660;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;2617005022;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;SANTA LUCIA
JURIDICO;300619460;2900009659;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;2617005022;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;300619460;2900010576;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;RAUL LEONI
JURIDICO;300619460;2900021325;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;300619460;2000076920;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;412619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;CRISTO DE ARANZA
JURIDICO;300619460;2000089866;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;JUANA DE AVILA
JURIDICO;300619460;2900013391;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;300619460;2000033705;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;CHIQUINQUIRA
JURIDICO;300619460;2900010578;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;2617005022;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;300619460;2900010577;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;7502733;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;300619460;2000811756;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;300619460;2900009658;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;COQUIVACOA
JURIDICO;300619460;2000810850;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;300619460;2000040087;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;SANTA LUCIA
JURIDICO;300619460;2000075931;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;300619460;2900010722;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;TRANSEUNTE / NO ESPECIFICADO
JURIDICO;300619460;2000075016;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;CECILIO ACOSTA
JURIDICO;300619460;2900000063;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;300619460;2900009655;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;2617005022;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;300619460;2000021932;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;CHIQUINQUIRA
JURIDICO;300619460;2900000062;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;300619460;2000085027;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;300619460;2900010726;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;412619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;CHIQUINQUIRA
JURIDICO;300619460;2000030968;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;SANTA LUCIA
JURIDICO;300619460;2900005970;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;BOLIVAR
JURIDICO;300619460;2900026778;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;300619460;2000050059;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;CRISTO DE ARANZA
JURIDICO;300619460;2900010725;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;CACIQUE MARA
JURIDICO;300619460;2000044148;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;2617005022;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;SANTA LUCIA
JURIDICO;300619460;2000031429;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;300619460;2900015936;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;RAUL LEONI
JURIDICO;300619460;2000036723;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;300619460;2000073217;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;CHIQUINQUIRA
JURIDICO;300619460;2900029998;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;CACIQUE MARA
JURIDICO;300619460;2000071332;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;CACIQUE MARA
JURIDICO;300619460;2900029810;BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL,C.A;4120619126;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;CARRACCIOLO PARRA PEREZ
